Date,District,Division,Latitude,Longitude,Temperature_2m_C,Temperature_Max_C,Temperature_Min_C,T2MDEW,Relative_Humidity_%,Precipitation_mm,Wind_Speed_m/s,WS10M,Wind_Direction_deg,Surface_Pressure_kPa,Solar_Radiation_kWh/m2,ALLSKY_SFC_LW_DWN,T2M_RANGE,QV2M
2024-08-16,Narayanganj,Dhaka,23.6238,90.5,27.97,30.67,25.95,26.34,91.07,16.09,2.12,3.04,116.6,100.15,13.71,37.9,4.72,21.56
2024-08-17,Narayanganj,Dhaka,23.6238,90.5,27.71,30.19,25.87,25.9,90.14,19.26,2.23,3.1,100.2,100.18,13.13,38.22,4.32,20.99
2024-08-18,Narayanganj,Dhaka,23.6238,90.5,27.3,28.81,25.93,26.44,94.93,40.66,4.21,5.89,94.1,100.24,11.75,38.16,2.88,21.69
2024-08-19,Narayanganj,Dhaka,23.6238,90.5,27.51,28.53,26.54,26.63,94.86,72.43,3.78,5.3,152.8,100.11,3.98,38.21,1.99,21.96
2024-08-20,Narayanganj,Dhaka,23.6238,90.5,28.31,30.88,26.38,26.92,92.26,34.13,3.87,5.4,183.8,100.34,11.21,38.41,4.5,22.29
2024-08-21,Narayanganj,Dhaka,23.6238,90.5,27.97,29.22,27.12,27.08,94.84,72.09,3.58,5.03,179.0,100.43,2.48,38.21,2.1,22.48
2024-08-22,Narayanganj,Dhaka,23.6238,90.5,27.89,29.34,26.63,27.04,94.99,69.97,3.94,5.53,185.0,100.32,3.42,38.15,2.71,22.45
2024-08-23,Narayanganj,Dhaka,23.6238,90.5,27.24,28.56,26.16,26.27,94.34,9.62,3.2,4.5,147.1,100.44,13.75,37.78,2.4,21.41
2024-08-24,Narayanganj,Dhaka,23.6238,90.5,27.39,29.31,25.91,25.95,91.89,7.42,2.45,3.48,158.8,100.48,19.26,37.65,3.4,21.0
2024-08-25,Narayanganj,Dhaka,23.6238,90.5,26.92,28.72,25.37,25.61,92.54,44.37,2.43,3.43,144.5,100.26,8.8,37.61,3.35,20.61
2024-08-26,Narayanganj,Dhaka,23.6238,90.5,26.83,28.77,25.05,25.78,93.92,16.4,3.71,5.21,134.0,100.29,11.89,37.58,3.72,20.85
2024-08-27,Narayanganj,Dhaka,23.6238,90.5,27.78,30.99,25.23,26.05,90.56,2.03,2.25,3.2,160.0,100.5,15.89,37.6,5.76,21.13
2024-08-28,Narayanganj,Dhaka,23.6238,90.5,28.38,31.5,25.85,25.63,85.73,6.59,1.03,1.52,153.2,100.41,11.13,37.63,5.65,20.62
2024-08-29,Narayanganj,Dhaka,23.6238,90.5,28.65,31.95,25.91,26.29,87.48,2.61,1.23,1.82,188.8,100.31,21.73,37.88,6.04,21.48
2024-08-30,Narayanganj,Dhaka,23.6238,90.5,28.28,31.93,26.01,26.15,88.62,3.75,1.73,2.48,182.0,100.38,20.6,37.84,5.92,21.28
2024-08-31,Narayanganj,Dhaka,23.6238,90.5,27.94,29.98,26.32,26.65,92.72,12.45,2.04,3.0,142.0,100.45,19.27,37.69,3.66,21.9
2024-08-16,Narsingdi,Dhaka,23.9322,90.7151,27.96,30.63,25.88,26.11,89.95,18.84,1.76,2.66,123.0,100.15,13.71,37.9,4.75,21.26
2024-08-17,Narsingdi,Dhaka,23.9322,90.7151,27.58,29.48,26.01,26.11,91.79,13.31,2.6,3.71,78.7,100.2,13.13,38.22,3.47,21.26
2024-08-18,Narsingdi,Dhaka,23.9322,90.7151,27.09,28.63,25.57,26.1,94.23,24.36,3.81,5.44,79.9,100.28,11.75,38.16,3.06,21.24
2024-08-19,Narsingdi,Dhaka,23.9322,90.7151,27.43,29.43,26.01,26.35,93.83,48.34,3.45,4.92,129.6,100.1,3.98,38.21,3.42,21.6
2024-08-20,Narsingdi,Dhaka,23.9322,90.7151,28.27,30.72,26.42,26.89,92.33,41.5,3.83,5.46,177.6,100.26,11.21,38.41,4.3,22.27
2024-08-21,Narsingdi,Dhaka,23.9322,90.7151,27.96,29.3,26.96,27.11,95.05,85.01,3.19,4.58,171.2,100.37,2.48,38.21,2.34,22.53
2024-08-22,Narsingdi,Dhaka,23.9322,90.7151,27.63,29.41,26.1,26.72,94.75,50.4,3.01,4.31,167.0,100.23,3.42,38.15,3.31,22.06
2024-08-23,Narsingdi,Dhaka,23.9322,90.7151,27.15,28.59,25.88,26.17,94.31,6.82,2.8,4.05,143.9,100.43,13.75,37.78,2.71,21.29
2024-08-24,Narsingdi,Dhaka,23.9322,90.7151,27.46,29.81,25.73,25.99,91.82,7.65,2.42,3.51,156.6,100.46,19.26,37.65,4.08,21.06
2024-08-25,Narsingdi,Dhaka,23.9322,90.7151,26.91,28.83,25.35,25.6,92.61,22.95,2.66,3.83,129.5,100.26,8.8,37.61,3.48,20.61
2024-08-26,Narsingdi,Dhaka,23.9322,90.7151,26.64,28.8,24.58,25.45,93.17,6.55,3.56,5.12,123.1,100.29,11.89,37.58,4.22,20.44
2024-08-27,Narsingdi,Dhaka,23.9322,90.7151,27.94,31.38,25.19,26.08,89.98,1.37,2.21,3.2,153.2,100.47,15.89,37.6,6.19,21.18
2024-08-28,Narsingdi,Dhaka,23.9322,90.7151,28.49,31.61,25.78,25.59,85.07,2.16,0.99,1.51,174.4,100.4,11.13,37.63,5.83,20.58
2024-08-29,Narsingdi,Dhaka,23.9322,90.7151,29.15,32.49,26.09,26.22,84.83,1.29,0.73,1.17,194.9,100.29,21.73,37.88,6.4,21.4
2024-08-30,Narsingdi,Dhaka,23.9322,90.7151,28.2,31.13,26.34,26.39,90.1,3.87,1.44,2.24,190.5,100.36,20.6,37.84,4.79,21.59
2024-08-31,Narsingdi,Dhaka,23.9322,90.7151,27.59,29.09,26.03,26.4,93.24,11.14,1.87,2.89,155.0,100.43,19.27,37.69,3.06,21.59
2024-08-16,Netrokona,Mymensingh,24.8103,90.727,27.96,30.27,25.82,26.18,90.06,40.8,1.39,2.24,108.7,99.64,15.05,38.25,4.45,21.48
2024-08-17,Netrokona,Mymensingh,24.8103,90.727,28.2,32.04,25.71,26.0,88.34,9.71,1.73,2.77,94.0,99.72,16.26,38.0,6.33,21.25
2024-08-18,Netrokona,Mymensingh,24.8103,90.727,27.25,29.26,25.64,25.82,91.98,10.13,2.03,3.15,94.4,99.85,13.85,37.9,3.62,20.98
2024-08-19,Netrokona,Mymensingh,24.8103,90.727,26.52,27.99,25.2,25.6,94.58,17.5,3.01,4.5,92.8,99.65,9.44,38.1,2.79,20.74
2024-08-20,Netrokona,Mymensingh,24.8103,90.727,27.2,28.51,25.72,26.38,95.16,146.99,3.63,5.39,127.0,99.68,11.76,38.5,2.79,21.73
2024-08-21,Netrokona,Mymensingh,24.8103,90.727,27.31,28.66,26.01,26.53,95.45,52.93,2.93,4.36,129.2,99.82,3.64,38.41,2.65,21.9
2024-08-22,Netrokona,Mymensingh,24.8103,90.727,26.84,28.6,25.27,26.02,95.17,38.31,3.42,5.09,109.7,99.72,5.35,38.27,3.33,21.28
2024-08-23,Netrokona,Mymensingh,24.8103,90.727,27.05,29.12,25.32,25.96,93.77,6.13,2.24,3.44,139.4,99.93,13.73,37.93,3.8,21.14
2024-08-24,Netrokona,Mymensingh,24.8103,90.727,27.49,30.33,24.91,25.99,91.7,8.96,1.83,2.79,155.0,99.93,19.26,37.96,5.42,21.18
2024-08-25,Netrokona,Mymensingh,24.8103,90.727,26.7,29.0,25.13,25.56,93.44,6.05,2.31,3.49,129.8,99.77,16.2,37.46,3.87,20.66
2024-08-26,Netrokona,Mymensingh,24.8103,90.727,26.01,28.63,24.44,24.61,92.09,2.6,2.92,4.41,113.7,99.83,15.33,37.43,4.19,19.51
2024-08-27,Netrokona,Mymensingh,24.8103,90.727,27.58,30.69,24.62,25.68,89.58,1.73,2.2,3.32,131.8,99.96,18.03,38.0,6.07,20.8
2024-08-28,Netrokona,Mymensingh,24.8103,90.727,28.23,30.87,25.5,25.86,87.3,0.73,1.07,1.69,204.5,99.85,17.02,37.8,5.37,21.02
2024-08-29,Netrokona,Mymensingh,24.8103,90.727,28.46,31.56,25.17,25.76,85.75,0.47,1.04,1.77,239.5,99.77,20.61,38.51,6.39,20.92
2024-08-30,Netrokona,Mymensingh,24.8103,90.727,28.64,31.48,25.93,26.33,87.57,3.32,1.25,2.06,161.0,99.81,18.97,38.58,5.55,21.65
2024-08-31,Netrokona,Mymensingh,24.8103,90.727,28.25,30.82,25.92,26.22,88.85,4.92,1.48,2.25,181.0,99.88,17.8,37.83,4.9,21.48
2024-08-16,Rajbari,Dhaka,23.7574,89.6444,27.93,30.17,26.16,26.28,90.86,10.49,2.0,2.97,102.2,100.12,15.6,38.11,4.01,21.5
2024-08-17,Rajbari,Dhaka,23.7574,89.6444,27.89,30.77,25.87,26.04,89.88,5.27,3.02,4.25,55.3,100.17,19.52,37.88,4.9,21.18
2024-08-18,Rajbari,Dhaka,23.7574,89.6444,27.5,29.61,25.74,26.25,92.91,16.93,4.03,5.67,57.1,100.22,8.02,38.22,3.87,21.45
2024-08-19,Rajbari,Dhaka,23.7574,89.6444,27.62,29.28,26.15,26.31,92.6,8.74,2.66,3.75,66.3,100.05,10.42,38.28,3.13,21.55
2024-08-20,Rajbari,Dhaka,23.7574,89.6444,28.55,31.41,26.14,26.79,90.44,10.16,3.15,4.43,223.9,100.16,15.5,38.39,5.27,22.16
2024-08-21,Rajbari,Dhaka,23.7574,89.6444,28.25,30.27,26.89,26.92,92.56,21.25,1.85,2.61,217.7,100.27,10.76,38.29,3.38,22.3
2024-08-22,Rajbari,Dhaka,23.7574,89.6444,28.31,30.68,26.64,26.77,91.56,37.54,2.31,3.26,243.3,100.23,9.19,38.33,4.04,22.12
2024-08-23,Rajbari,Dhaka,23.7574,89.6444,27.67,29.36,26.16,26.59,93.78,28.97,2.63,3.72,121.2,100.32,14.05,38.06,3.2,21.86
2024-08-24,Rajbari,Dhaka,23.7574,89.6444,27.47,29.36,25.98,26.32,93.44,8.92,2.66,3.8,142.8,100.35,16.87,37.69,3.38,21.51
2024-08-25,Rajbari,Dhaka,23.7574,89.6444,26.99,28.85,25.64,25.64,92.37,42.39,1.78,2.56,102.8,100.19,8.81,37.64,3.21,20.67
2024-08-26,Rajbari,Dhaka,23.7574,89.6444,26.87,28.6,25.36,25.98,94.75,9.02,4.06,5.73,113.2,100.09,8.82,37.67,3.24,21.13
2024-08-27,Rajbari,Dhaka,23.7574,89.6444,27.52,30.71,25.05,25.72,90.12,2.65,2.26,3.24,135.9,100.42,12.86,37.52,5.66,20.73
2024-08-28,Rajbari,Dhaka,23.7574,89.6444,27.75,30.5,25.24,25.01,85.58,2.92,1.12,1.67,149.1,100.37,18.89,37.04,5.26,19.87
2024-08-29,Rajbari,Dhaka,23.7574,89.6444,28.72,31.4,26.0,25.67,83.78,1.3,0.85,1.19,134.5,100.27,22.93,37.48,5.4,20.72
2024-08-30,Rajbari,Dhaka,23.7574,89.6444,28.27,30.63,26.16,26.25,88.94,4.19,1.14,1.72,156.2,100.32,20.16,37.52,4.47,21.41
2024-08-31,Rajbari,Dhaka,23.7574,89.6444,28.1,30.35,25.66,26.57,91.56,1.48,2.08,3.07,138.7,100.36,19.08,37.56,4.69,21.83
2024-08-16,Shariatpur,Dhaka,23.2423,90.4348,27.97,30.33,26.42,26.56,92.17,31.23,2.32,3.24,136.8,100.16,13.71,37.9,3.91,21.86
2024-08-17,Shariatpur,Dhaka,23.2423,90.4348,27.7,29.86,25.84,25.96,90.45,36.26,2.46,3.37,125.6,100.19,13.13,38.22,4.02,21.07
2024-08-18,Shariatpur,Dhaka,23.2423,90.4348,27.63,28.95,26.79,26.83,95.27,48.83,4.12,5.68,120.8,100.19,11.75,38.16,2.16,22.2
2024-08-19,Shariatpur,Dhaka,23.2423,90.4348,27.52,28.36,26.86,26.72,95.31,93.22,4.47,6.16,168.1,100.15,3.98,38.21,1.5,22.07
2024-08-20,Shariatpur,Dhaka,23.2423,90.4348,28.14,30.43,26.44,26.93,93.16,45.16,3.82,5.24,187.8,100.4,11.21,38.41,3.99,22.3
2024-08-21,Shariatpur,Dhaka,23.2423,90.4348,27.96,29.07,27.25,27.08,94.91,54.89,3.71,5.12,186.2,100.48,2.48,38.21,1.82,22.47
2024-08-22,Shariatpur,Dhaka,23.2423,90.4348,27.86,29.26,26.71,27.02,95.08,72.13,3.97,5.48,191.4,100.4,3.42,38.15,2.55,22.41
2024-08-23,Shariatpur,Dhaka,23.2423,90.4348,27.26,28.51,26.38,26.3,94.41,24.09,3.45,4.76,156.0,100.46,13.75,37.78,2.13,21.45
2024-08-24,Shariatpur,Dhaka,23.2423,90.4348,27.21,28.76,26.1,25.91,92.62,11.38,2.48,3.43,168.1,100.51,19.26,37.65,2.66,20.94
2024-08-25,Shariatpur,Dhaka,23.2423,90.4348,26.89,29.07,25.43,25.58,92.6,60.81,2.48,3.43,176.1,100.29,8.8,37.61,3.64,20.58
2024-08-26,Shariatpur,Dhaka,23.2423,90.4348,27.07,28.69,25.48,26.06,94.12,40.27,3.65,5.05,149.5,100.3,11.89,37.58,3.21,21.18
2024-08-27,Shariatpur,Dhaka,23.2423,90.4348,27.56,30.1,25.44,25.98,91.2,5.13,2.34,3.27,163.0,100.52,15.89,37.6,4.66,21.03
2024-08-28,Shariatpur,Dhaka,23.2423,90.4348,27.92,30.73,25.94,25.69,87.99,11.42,1.34,1.86,150.9,100.44,11.13,37.63,4.79,20.69
2024-08-29,Shariatpur,Dhaka,23.2423,90.4348,27.96,30.68,25.67,25.74,87.94,3.66,1.5,2.15,172.7,100.35,21.73,37.88,5.01,20.77
2024-08-30,Shariatpur,Dhaka,23.2423,90.4348,28.13,31.63,25.55,26.11,89.09,2.76,2.03,2.86,151.0,100.4,20.6,37.84,6.08,21.24
2024-08-31,Shariatpur,Dhaka,23.2423,90.4348,28.14,30.71,26.37,26.66,91.79,9.46,2.42,3.44,141.5,100.45,19.27,37.69,4.34,21.92
2024-08-16,Sherpur,Mymensingh,25.0204,90.0152,28.21,30.55,26.05,26.38,89.84,33.1,1.36,1.99,115.6,99.97,20.09,37.14,4.5,21.68
2024-08-17,Sherpur,Mymensingh,25.0204,90.0152,28.47,31.78,26.12,26.04,87.11,6.17,1.9,2.83,82.2,100.05,15.09,37.55,5.66,21.22
2024-08-18,Sherpur,Mymensingh,25.0204,90.0152,27.87,29.98,26.02,25.9,89.17,5.79,2.33,3.37,86.2,100.16,14.22,37.77,3.96,21.02
2024-08-19,Sherpur,Mymensingh,25.0204,90.0152,26.95,28.47,25.49,25.81,93.43,7.7,3.0,4.3,79.1,99.96,12.22,37.58,2.98,20.95
2024-08-20,Sherpur,Mymensingh,25.0204,90.0152,27.73,29.15,26.21,26.83,94.79,63.33,3.63,5.24,117.1,99.9,7.46,37.97,2.94,22.29
2024-08-21,Sherpur,Mymensingh,25.0204,90.0152,28.03,29.64,26.7,27.02,94.2,35.37,2.64,3.82,131.5,100.1,8.95,37.5,2.94,22.48
2024-08-22,Sherpur,Mymensingh,25.0204,90.0152,27.47,29.41,26.04,26.25,93.14,25.55,2.49,3.6,100.7,100.03,11.3,37.65,3.37,21.49
2024-08-23,Sherpur,Mymensingh,25.0204,90.0152,27.35,29.15,25.76,26.2,93.47,12.5,2.66,3.86,126.2,100.23,17.55,37.31,3.39,21.38
2024-08-24,Sherpur,Mymensingh,25.0204,90.0152,28.02,30.98,25.45,26.32,90.69,6.01,2.46,3.54,140.6,100.24,17.16,37.53,5.53,21.53
2024-08-25,Sherpur,Mymensingh,25.0204,90.0152,26.96,28.53,25.55,25.82,93.42,10.81,2.31,3.37,123.7,100.07,16.53,37.17,2.98,20.91
2024-08-26,Sherpur,Mymensingh,25.0204,90.0152,26.37,28.75,24.69,24.92,91.82,2.86,3.98,5.69,107.7,100.1,15.73,36.43,4.06,19.82
2024-08-27,Sherpur,Mymensingh,25.0204,90.0152,27.78,31.01,24.96,25.85,89.46,0.76,2.45,3.6,130.6,100.28,18.38,37.45,6.05,20.94
2024-08-28,Sherpur,Mymensingh,25.0204,90.0152,28.38,31.09,25.91,25.73,85.93,0.55,1.23,1.87,196.0,100.18,17.98,37.6,5.18,20.79
2024-08-29,Sherpur,Mymensingh,25.0204,90.0152,29.08,31.66,25.77,25.41,81.05,0.62,0.88,1.38,213.1,100.11,16.76,38.16,5.89,20.42
2024-08-30,Sherpur,Mymensingh,25.0204,90.0152,28.99,31.73,26.69,26.3,85.56,2.26,1.16,1.77,162.2,100.14,19.55,38.19,5.04,21.53
2024-08-31,Sherpur,Mymensingh,25.0204,90.0152,28.52,31.29,25.86,26.39,88.43,3.26,1.9,2.84,166.0,100.2,16.01,37.57,5.43,21.63
2024-08-16,Tangail,Dhaka,24.2513,89.9167,28.12,29.97,26.16,26.13,89.0,32.2,1.53,2.22,108.2,100.07,19.03,37.91,3.81,21.33
2024-08-17,Tangail,Dhaka,24.2513,89.9167,27.64,30.3,25.9,25.95,90.69,9.25,2.87,4.04,70.6,100.15,17.98,38.02,4.4,21.08
2024-08-18,Tangail,Dhaka,24.2513,89.9167,27.3,29.37,25.41,25.86,91.87,10.55,3.65,5.13,71.0,100.25,12.17,38.07,3.96,20.95
2024-08-19,Tangail,Dhaka,24.2513,89.9167,27.11,28.98,25.49,26.06,93.95,11.86,3.34,4.67,78.6,100.01,14.21,38.3,3.49,21.25
2024-08-20,Tangail,Dhaka,24.2513,89.9167,28.16,30.01,26.5,27.05,93.64,43.02,3.53,5.0,167.6,100.04,13.42,38.77,3.51,22.54
2024-08-21,Tangail,Dhaka,24.2513,89.9167,28.29,30.13,26.91,27.11,93.33,52.01,2.05,2.92,160.9,100.22,10.92,38.31,3.22,22.58
2024-08-22,Tangail,Dhaka,24.2513,89.9167,27.7,29.53,26.29,26.52,93.32,30.25,2.33,3.32,113.8,100.17,9.66,38.39,3.24,21.81
2024-08-23,Tangail,Dhaka,24.2513,89.9167,27.48,29.33,25.93,26.29,93.24,16.56,2.83,4.0,123.6,100.33,13.04,38.12,3.4,21.47
2024-08-24,Tangail,Dhaka,24.2513,89.9167,27.95,30.7,25.62,26.34,91.08,7.59,2.63,3.72,138.7,100.34,18.0,38.03,5.08,21.53
2024-08-25,Tangail,Dhaka,24.2513,89.9167,27.08,28.9,25.83,25.73,92.33,18.1,2.47,3.53,108.4,100.15,17.13,37.42,3.07,20.78
2024-08-26,Tangail,Dhaka,24.2513,89.9167,26.77,28.83,24.69,25.42,92.37,3.88,4.38,6.15,105.9,100.17,11.12,37.66,4.14,20.42
2024-08-27,Tangail,Dhaka,24.2513,89.9167,27.94,31.15,25.18,25.92,89.04,0.87,2.24,3.22,129.9,100.38,17.71,37.81,5.97,20.99
2024-08-28,Tangail,Dhaka,24.2513,89.9167,28.57,31.47,25.89,25.32,83.33,0.87,0.96,1.43,183.9,100.3,19.59,37.3,5.58,20.26
2024-08-29,Tangail,Dhaka,24.2513,89.9167,29.39,32.11,26.36,25.49,79.9,0.85,0.63,0.94,65.5,100.21,21.74,37.78,5.75,20.49
2024-08-30,Tangail,Dhaka,24.2513,89.9167,29.09,30.73,27.23,26.19,84.47,4.63,1.02,1.53,138.4,100.25,17.24,38.34,3.5,21.37
2024-08-31,Tangail,Dhaka,24.2513,89.9167,28.35,30.53,26.0,26.4,89.34,2.49,1.96,2.89,154.5,100.32,19.02,37.65,4.53,21.61
2024-08-16,Bandarban,Chittagong,22.1953,92.2183,25.57,27.73,24.24,25.02,96.77,62.54,0.03,1.1,142.6,97.23,7.34,37.41,3.49,20.56
2024-08-17,Bandarban,Chittagong,22.1953,92.2183,26.02,29.12,23.96,24.68,92.65,84.95,0.04,1.41,177.3,97.33,4.65,37.1,5.16,20.1
2024-08-18,Bandarban,Chittagong,22.1953,92.2183,25.74,28.75,23.79,24.58,93.51,73.15,0.04,1.5,152.6,97.46,6.28,37.29,4.96,19.96
2024-08-19,Bandarban,Chittagong,22.1953,92.2183,25.61,28.52,23.82,24.44,93.47,73.46,0.04,1.7,169.9,97.46,3.73,36.99,4.7,19.79
2024-08-20,Bandarban,Chittagong,22.1953,92.2183,25.94,28.9,23.72,24.5,92.21,44.54,0.04,1.33,166.4,97.64,7.61,37.1,5.18,19.83
2024-08-21,Bandarban,Chittagong,22.1953,92.2183,25.89,29.14,23.77,24.28,91.34,90.84,0.04,1.24,176.6,97.72,11.41,36.79,5.37,19.54
2024-08-22,Bandarban,Chittagong,22.1953,92.2183,25.19,27.53,23.22,24.36,95.23,96.4,0.03,1.05,155.6,97.63,5.5,36.48,4.31,19.67
2024-08-23,Bandarban,Chittagong,22.1953,92.2183,25.35,29.14,23.32,24.24,93.84,39.44,0.04,1.35,161.3,97.6,14.68,37.1,5.82,19.53
2024-08-24,Bandarban,Chittagong,22.1953,92.2183,24.93,27.34,23.41,24.19,95.71,16.5,0.04,0.92,183.9,97.6,15.87,36.88,3.93,19.46
2024-08-25,Bandarban,Chittagong,22.1953,92.2183,24.76,26.93,23.19,24.16,96.45,73.55,0.04,1.12,169.9,97.44,11.62,36.71,3.74,19.46
2024-08-26,Bandarban,Chittagong,22.1953,92.2183,24.9,27.15,23.66,23.9,94.32,27.57,0.03,1.2,161.8,97.48,16.07,36.51,3.49,19.14
2024-08-27,Bandarban,Chittagong,22.1953,92.2183,26.09,30.24,22.84,23.91,88.72,4.91,0.03,0.94,190.5,97.59,18.2,36.42,7.4,19.16
2024-08-28,Bandarban,Chittagong,22.1953,92.2183,26.58,30.8,23.66,24.53,89.45,8.93,0.04,0.78,224.4,97.45,16.38,37.27,7.14,19.91
2024-08-29,Bandarban,Chittagong,22.1953,92.2183,27.02,31.02,24.2,25.15,90.54,13.83,0.06,0.69,268.0,97.34,20.12,37.37,6.82,20.74
2024-08-30,Bandarban,Chittagong,22.1953,92.2183,27.38,32.03,23.78,24.93,87.81,10.69,0.04,0.89,199.7,97.43,21.83,37.62,8.25,20.42
2024-08-31,Bandarban,Chittagong,22.1953,92.2183,26.03,28.98,23.94,24.69,92.6,9.09,0.03,0.93,203.0,97.54,16.94,37.23,5.04,20.06
2024-08-16,Brahmanbaria,Chittagong,23.957,91.1119,28.07,31.15,26.22,26.12,89.6,11.2,1.46,2.23,126.0,99.97,12.07,37.75,4.93,21.33
2024-08-17,Brahmanbaria,Chittagong,23.957,91.1119,27.48,29.04,25.84,26.19,92.72,16.95,1.95,2.92,79.4,100.02,5.97,37.99,3.2,21.41
2024-08-18,Brahmanbaria,Chittagong,23.957,91.1119,27.03,28.92,25.5,25.89,93.48,17.55,2.89,4.23,83.5,100.15,11.39,37.68,3.42,21.0
2024-08-19,Brahmanbaria,Chittagong,23.957,91.1119,26.88,28.76,25.67,25.95,94.55,93.78,3.13,4.58,136.0,99.99,2.72,37.66,3.09,21.11
2024-08-20,Brahmanbaria,Chittagong,23.957,91.1119,27.71,30.33,25.99,26.33,92.29,61.0,3.62,5.27,170.0,100.14,4.25,37.84,4.34,21.57
2024-08-21,Brahmanbaria,Chittagong,23.957,91.1119,27.48,29.5,26.24,26.39,93.74,80.1,3.1,4.54,165.7,100.25,1.52,37.7,3.26,21.61
2024-08-22,Brahmanbaria,Chittagong,23.957,91.1119,26.99,29.0,25.24,26.27,95.68,100.88,3.72,5.46,148.1,100.12,4.03,37.67,3.76,21.51
2024-08-23,Brahmanbaria,Chittagong,23.957,91.1119,26.93,28.91,25.34,25.9,94.06,3.8,2.17,3.25,152.5,100.29,16.73,37.41,3.57,20.98
2024-08-24,Brahmanbaria,Chittagong,23.957,91.1119,27.18,29.51,25.25,25.75,92.04,6.03,1.71,2.57,170.1,100.31,18.95,37.22,4.26,20.8
2024-08-25,Brahmanbaria,Chittagong,23.957,91.1119,26.66,28.79,24.95,25.48,93.27,12.19,2.22,3.32,129.0,100.1,14.81,37.19,3.84,20.49
2024-08-26,Brahmanbaria,Chittagong,23.957,91.1119,26.5,29.08,24.33,25.13,92.3,8.63,2.4,3.54,123.6,100.17,16.51,37.09,4.75,20.07
2024-08-27,Brahmanbaria,Chittagong,23.957,91.1119,27.88,31.63,24.9,25.9,89.41,2.05,2.11,3.09,152.1,100.31,18.21,37.6,6.73,20.99
2024-08-28,Brahmanbaria,Chittagong,23.957,91.1119,28.54,32.17,25.19,25.54,84.67,2.29,0.83,1.29,189.4,100.21,10.5,37.71,6.98,20.56
2024-08-29,Brahmanbaria,Chittagong,23.957,91.1119,29.3,33.13,25.97,26.36,85.06,2.5,0.63,1.12,234.1,100.1,19.93,38.24,7.16,21.62
2024-08-30,Brahmanbaria,Chittagong,23.957,91.1119,28.6,32.11,26.56,26.46,88.67,2.73,1.41,2.19,211.2,100.18,21.38,38.01,5.55,21.71
2024-08-31,Brahmanbaria,Chittagong,23.957,91.1119,27.68,29.56,26.32,26.27,92.06,16.96,1.48,2.33,175.8,100.26,19.83,37.76,3.24,21.45
2024-08-16,Chandpur,Chittagong,23.2332,90.6712,27.97,30.33,26.42,26.56,92.17,31.23,2.32,3.24,136.8,100.16,13.71,37.9,3.91,21.86
2024-08-17,Chandpur,Chittagong,23.2332,90.6712,27.7,29.86,25.84,25.96,90.45,36.26,2.46,3.37,125.6,100.19,13.13,38.22,4.02,21.07
2024-08-18,Chandpur,Chittagong,23.2332,90.6712,27.63,28.95,26.79,26.83,95.27,48.83,4.12,5.68,120.8,100.19,11.75,38.16,2.16,22.2
2024-08-19,Chandpur,Chittagong,23.2332,90.6712,27.52,28.36,26.86,26.72,95.31,93.22,4.47,6.16,168.1,100.15,3.98,38.21,1.5,22.07
2024-08-20,Chandpur,Chittagong,23.2332,90.6712,28.14,30.43,26.44,26.93,93.16,45.16,3.82,5.24,187.8,100.4,11.21,38.41,3.99,22.3
2024-08-21,Chandpur,Chittagong,23.2332,90.6712,27.96,29.07,27.25,27.08,94.91,54.89,3.71,5.12,186.2,100.48,2.48,38.21,1.82,22.47
2024-08-22,Chandpur,Chittagong,23.2332,90.6712,27.86,29.26,26.71,27.02,95.08,72.13,3.97,5.48,191.4,100.4,3.42,38.15,2.55,22.41
2024-08-23,Chandpur,Chittagong,23.2332,90.6712,27.26,28.51,26.38,26.3,94.41,24.09,3.45,4.76,156.0,100.46,13.75,37.78,2.13,21.45
2024-08-24,Chandpur,Chittagong,23.2332,90.6712,27.21,28.76,26.1,25.91,92.62,11.38,2.48,3.43,168.1,100.51,19.26,37.65,2.66,20.94
2024-08-25,Chandpur,Chittagong,23.2332,90.6712,26.89,29.07,25.43,25.58,92.6,60.81,2.48,3.43,176.1,100.29,8.8,37.61,3.64,20.58
2024-08-26,Chandpur,Chittagong,23.2332,90.6712,27.07,28.69,25.48,26.06,94.12,40.27,3.65,5.05,149.5,100.3,11.89,37.58,3.21,21.18
2024-08-27,Chandpur,Chittagong,23.2332,90.6712,27.56,30.1,25.44,25.98,91.2,5.13,2.34,3.27,163.0,100.52,15.89,37.6,4.66,21.03
2024-08-28,Chandpur,Chittagong,23.2332,90.6712,27.92,30.73,25.94,25.69,87.99,11.42,1.34,1.86,150.9,100.44,11.13,37.63,4.79,20.69
2024-08-29,Chandpur,Chittagong,23.2332,90.6712,27.96,30.68,25.67,25.74,87.94,3.66,1.5,2.15,172.7,100.35,21.73,37.88,5.01,20.77
2024-08-30,Chandpur,Chittagong,23.2332,90.6712,28.13,31.63,25.55,26.11,89.09,2.76,2.03,2.86,151.0,100.4,20.6,37.84,6.08,21.24
2024-08-31,Chandpur,Chittagong,23.2332,90.6712,28.14,30.71,26.37,26.66,91.79,9.46,2.42,3.44,141.5,100.45,19.27,37.69,4.34,21.92
2024-08-16,Chittagong,Chittagong,22.3569,91.7832,27.43,29.47,26.5,26.25,93.28,75.36,2.39,3.11,162.0,99.88,4.32,37.97,2.97,21.51
2024-08-17,Chittagong,Chittagong,22.3569,91.7832,27.62,29.83,26.2,25.69,89.38,90.19,3.54,4.57,180.8,99.95,6.57,38.26,3.63,20.78
